pathway,T1_D1_DP1,T2_D2_DP2,CA_DP2,T2_D0_DP1,T4_D1_DP2,T1_D1_DP3,T1_D3_DP2,T2_D3_DP2,CC_DP2,T2_D3_DP3,T2_D2_DP1,T1_D2_DP1,T4_D0_DP1,T4_D1_DP3,T3_D0_DP1,T2_D3_DP1,T1_D0_DP1,CC_DP1,T5_D3_DP3,CC_DP3,T2_D1_DP2,CB_DP3,T1_D2_DP2,CA_DP1,T4_D3_DP1,T5_D2_DP3,T3_D2_DP2,T5_D2_DP2,T5_D3_DP2,T3_D3_DP1,T4_D3_DP3,T2_D1_DP3,T4_D1_DP1,T1_D2_DP3,T4_D2_DP1,CA_DP3,T5_D2_DP1,T5_D1_DP3,CB_DP1,T3_D2_DP3,T5_D0_DP1,T3_D3_DP3,T3_D3_DP2,T3_D1_DP2,T1_D3_DP1,CB_DP2,T3_D2_DP1,T5_D1_DP1,T4_D3_DP2,T3_D1_DP3,T4_D2_DP3,T3_D1_DP1,T4_D2_DP2,T5_D3_DP1,T5_D1_DP2,T1_D3_DP3,T2_D1_DP1,T2_D2_DP3,T1_D1_DP2
PWY-6471,0,0,0,194.4292297,0,879.3860629,0,0,9.597162607,0,0,392.1466795,19.1910829,0,95.75941191,0,175.0285268,443.508381,0,9.598124451,0,0,16.9027261,12.76655794,0,0,0,0,0,38.36029682,0,0,0,19.17769367,0,0,0,0,0,0,0,0,28.78904859,0,0,0,123.907525,0,0,0,0,0,19.19080133,267.0639672,0,0,0,0,1585.312848
PWY-6478,613.3071369,12709.5592,7235.152,6830.177703,14671.2229,48.60231779,7994.664674,12958.79523,11279.43962,6799.248285,1957.797208,143.043658,2549.72309,13804.67584,2768.782735,3284.319184,3165.43249,10151.40728,11896.16593,12887.94285,17926.13974,15043.97049,822.0100126,4322.944904,3180.116529,7945.995224,20020.86313,13916.05271,9166.205677,2820.839082,14017.32068,13038.54,2640.81544,1017.332724,3063.76276,19247.66249,2507.181887,6306.625304,2595.506858,17160.37309,5259.811607,19545.52735,5234.326006,15034.36588,5972.015172,8642.737334,1096.446001,2599.612832,20106.93947,17006.97951,11183.63517,3546.341075,17774.04694,2912.325873,14392.87849,18380.45739,265.4844735,9524.211684,732.2003121
PWY-6486,0,0,0,1.339945902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6505,201.2525488,2656.588524,2081.593749,11288.68214,1969.493107,42.88887641,1777.210819,2741.053243,3940.755215,1639.440841,5235.785735,40.91909578,11120.10768,1042.135427,12551.44423,7525.232946,639.9670594,15154.06843,1131.207268,3494.360249,3660.352096,2509.773961,347.4080331,6653.622209,12199.82677,4367.884977,2989.546131,2814.404817,2903.140279,10242.77893,1059.484668,2874.822371,11878.21891,290.7527632,11443.05671,2981.90121,10892.06714,811.0342946,9888.733881,1154.294449,19827.71097,2172.251026,12435.20359,1960.139015,16359.24441,2851.134642,4805.446655,10760.73628,3622.983568,1282.119947,983.4228544,13728.1844,2897.992624,11258.59991,3025.853462,1533.948231,631.7274669,961.8003272,366.4155829
PWY-6507,2206.68142,892.5617641,647.7120329,7542.7431,1651.705943,1477.776696,523.9783495,1010.308011,1310.402686,10846.92618,899.5001838,17.86116781,4059.471029,4111.168948,5264.874136,1126.448334,4305.469236,10836.43657,9214.229096,8160.843021,2609.882755,4222.036884,513.9197165,1972.052701,5847.743229,9191.654637,1408.683428,1510.276163,717.3784008,5162.375897,4380.774864,14013.92006,5714.803086,12809.27403,5333.360037,4533.84085,4409.582399,6237.565805,1250.631822,6274.41919,8492.505238,1904.12384,2749.877624,1771.251211,5749.425998,889.2964867,2347.863416,3704.717883,1898.617697,5681.239445,5820.982684,6021.29411,1785.607731,5300.800518,959.0369048,8460.559759,847.023729,10251.89826,1431.071873
PWY-6519,6906.439911,45204.55737,27481.59524,85813.94423,47607.13421,2319.456082,29764.06679,51361.41829,48825.96714,68500.207,37892.96018,1237.422387,80733.34077,81435.06474,67525.3901,56828.773,18427.75629,115397.1619,109704.0941,77413.80541,74252.41377,67279.84582,2755.588112,108334.8961,71282.04854,98727.8522,69160.30767,50417.20956,41996.87219,60290.9153,85643.5335,102561.5932,65484.78029,15057.77837,64364.01602,90014.84412,60770.06481,66758.09027,64108.10318,96796.22066,116894.5197,65836.51933,98112.8793,56473.01053,107580.4322,35758.57717,24690.32527,73357.93482,73247.81805,103161.3945,68703.56073,86994.56558,57128.87191,68125.98118,51544.35775,102084.5823,9152.360113,78023.40764,53301.26725
PWY-6545,9095.600028,65753.56278,42711.66533,61060.35921,67891.0058,925.0575209,42349.57611,70667.34995,63001.22942,53162.1262,38242.71754,1219.772595,52774.81716,73864.32939,52041.65162,55162.3424,15161.42977,89848.80145,84814.95714,70423.34687,91961.68822,73900.10715,12215.53826,129363.2713,51502.91427,69349.24513,106644.7966,72702.11496,65782.9021,38083.09952,72565.88894,86187.31992,55297.98395,14420.51297,44293.27319,93542.67216,44653.20984,50829.82648,58902.50123,93107.44748,85138.92068,90184.09894,112177.2336,72393.61525,97940.84139,52692.47453,20082.55359,64119.06416,105890.1572,86434.5363,66865.77841,78243.51797,83232.74523,48630.89606,80937.11768,87245.65294,2094.827931,66063.53875,6620.489569
PWY-6562,829.2708014,657.6412064,628.7999006,2746.184745,1059.614881,152.694394,408.8472339,821.4945124,1255.312251,2926.086799,1132.369652,102.6963126,3439.987793,689.6599552,3026.504036,1737.11475,899.7876059,5535.505066,1470.516574,1071.019402,1119.476045,1139.551832,346.0175047,1834.175289,3691.921112,1471.054507,991.7029884,1155.605588,807.7562529,3289.065106,1138.383617,2234.394743,3402.420253,2844.774823,3471.925763,1619.289615,2958.121447,1020.382821,1960.265459,1257.24245,5125.873703,765.0296897,2726.032793,1043.476168,4112.68029,869.9811475,1156.56526,2847.933826,1454.644414,1087.715629,1823.415431,3926.154695,1090.555166,2805.717568,749.5643094,1003.25871,474.148799,1574.99478,34206.26154
PWY-6565,586.8741798,49.79987469,57.23409122,11.98467838,569.7326439,154.543391,32.19709356,70.20164508,102.3090772,2548.423302,20.87412836,16.95060802,162.5891197,248.5091442,371.820594,48.56278827,2.996346078,77.62139904,766.6275641,180.72148,93.82725343,189.0479233,260.1520484,283.4239384,269.573717,615.3407355,97.05327111,138.1260471,59.50097304,112.8013961,277.8464388,1693.153415,359.2737493,2917.708265,597.0384613,350.9568272,304.4345935,493.3998877,56.47258463,464.2039638,486.3239462,76.94652951,434.4691501,121.8663395,197.7847101,29.65741578,116.4008457,273.3894361,108.7969075,275.4283681,1434.90402,412.1691282,127.5141054,138.7559829,61.36693337,375.0836806,5.980782306,1135.478817,39196.43676
PWY-6572,0,0,0,0,3.603994878,0,0,0,0,69.31812431,0,0,3.281369725,2.162162162,19.89327151,0.611103201,0,0,0,1.803389831,0,8.570434783,0,0,3.540304333,3.005393342,1.11627907,1.450638012,0,12.01470676,1.538461538,0,1.90689013,0,28.14712001,3.536536193,12.25689496,0,0,1.639190451,10.97342317,0,18.81488401,12.72727273,0,0,0,4.977495787,1.577464789,1.111111111,0,2.489016424,0,0,0,4.481149013,0,0,0
PWY-6581,1.989361702,540.6779956,526.1648511,3048.92611,397.9408108,2.4,354.9799733,542.9920142,750.8163904,110.292325,810.3880687,4,2905.910828,82.3565549,2073.8844,1109.902623,362.4786885,4109.499382,136.6977252,356.6062063,629.6831153,424.538691,11.04,997.485799,2697.838238,424.7815656,613.8596215,601.9186047,814.7990473,2788.622419,109.5222408,200.5523385,2253.282491,25.51164797,2331.343873,700.9307727,1989.18033,106.894167,1143.195266,93.85373247,3188.362216,439.3986878,1151.371771,419.972912,3026.219953,756.2220779,881.9657848,1719.274972,729.3284773,102.1340464,67.17120796,2695.900982,799.8349804,1723.992049,734.6441576,161.1789474,40.91779279,101.9742266,4.958333333
PWY-6588,1439.264691,1171.212258,1067.696695,3181.883481,1338.116389,375.8170414,837.972548,1148.860966,1460.733967,2845.200282,1952.643889,139.4871039,2615.884848,469.7861999,2252.923854,3890.74149,1898.078941,3438.471757,556.048861,834.0926269,954.4672538,740.405295,750.8570213,4355.11008,3132.805027,572.472836,824.2517341,932.7554575,1239.985755,3722.711009,496.2130597,3438.769624,3117.652066,7450.585333,3251.656451,709.3203494,2307.516665,377.3302584,3174.906199,542.6312365,4334.082045,963.3194477,2604.027387,919.293884,6698.492411,1121.18609,2133.47809,1932.897,1577.635267,558.3378442,842.9625983,3202.675071,1356.437543,2472.673076,937.6439144,737.5933958,610.2428018,1132.935807,740.2697506
PWY-6590,40.2186136,141.5000288,378.6894316,2633.566032,129.0823704,1314.527681,92.95623723,201.7031548,228.1650889,5889.132976,110.4900727,35.09643289,327.624419,116.8496266,838.0201933,93.73523012,1017.750287,3821.556735,595.7779293,296.6771455,261.4105432,228.1781764,278.5514167,1816.344978,529.0923338,520.9748573,168.9157254,508.5357846,202.5973382,761.3555923,184.0448572,11136.15919,774.574204,9063.029558,903.4982984,342.0676064,687.5347376,407.5042568,93.61996391,339.0870346,1728.979894,186.6471979,513.2908393,203.796293,915.2708063,76.49080184,532.0863431,576.6846449,230.6828994,299.9509626,1955.489271,884.5399513,249.7763067,1058.248327,220.7951848,634.9054542,26.28337622,1795.533711,13.28503727
PWY-6608,14705.86458,31906.18155,24048.06388,56753.91021,38131.14245,3455.758722,21115.5849,32501.68597,37411.04082,27251.34838,24926.99059,1121.253973,47477.13942,30067.48082,51500.18822,41718.90763,17628.38119,78475.6294,38513.66873,47054.27267,40964.70121,37922.05168,5480.800942,68828.05117,60634.62537,38447.30058,41960.24655,34965.43796,33780.71793,52326.13031,33695.60288,43733.61283,57518.89736,10732.12935,54034.43614,50249.41515,47293.62938,25786.61882,43246.63102,37758.39289,85439.14894,37427.11819,64368.05659,32690.43687,85645.67328,30000.27553,24436.46664,46020.21018,49893.20483,37324.71093,25608.25082,64828.65753,43843.5398,46678.04437,38154.79902,48815.27244,5181.351291,40894.41742,9745.67982
PWY-6609,11656.87485,29255.25128,23080.7855,43396.69582,32813.42898,3823.362928,19619.49999,30036.4395,31589.01978,30500.52297,18467.28276,1010.941944,35929.14226,30962.1658,36950.40212,31803.81709,17037.72685,58435.73419,39325.04481,43238.62448,35391.59918,37316.7746,21097.00054,59106.75869,44764.83934,34487.34996,39331.62976,32229.71761,30249.62447,37485.53252,33848.53129,53181.31523,43065.45439,27824.3328,39309.80691,51704.44842,34063.83618,26395.49076,32302.03044,42991.751,62363.68914,36962.33185,51152.17572,30732.36092,65399.34282,26279.53045,17813.23219,33695.27687,46705.86326,40619.19048,30870.97742,48306.52331,42309.10537,34283.82789,33644.02135,55412.2829,3139.246085,43001.14171,39721.52511
PWY-6612,9307.931546,47036.0051,32329.91949,90597.47649,48213.45937,3647.038171,31144.16853,51024.60444,51453.81986,55860.12172,38880.77193,1569.153487,84671.11066,55696.69231,71493.48408,59798.28481,23717.20626,123921.7825,75180.43285,65853.68985,66496.63768,56652.3481,9281.093913,115460.3133,78278.6948,68776.61789,66523.55024,50941.58559,47407.92207,65521.51567,57866.84143,84831.8135,73432.90948,22333.92876,69190.77,72772.15256,64779.09564,47258.14439,65987.94303,71121.30408,122969.0011,59020.0379,101905.9814,50215.78955,117904.953,40230.23482,28865.06431,75855.14905,73161.11447,69398.81867,53170.00071,94792.45997,59676.9015,69574.57274,54298.83236,77373.77971,9658.195228,66271.03589,34136.37583
PWY-6628,10631.80813,29884.29037,23621.33642,95410.79385,28268.58324,3435.558665,20085.47266,30753.9451,41177.17937,31353.68105,39697.0712,1256.345889,90678.18469,22571.31345,74314.01278,58651.77272,21242.47196,128299.2753,35544.6072,45778.60199,41351.22631,31495.37175,4022.653096,118260.7083,80806.5547,49283.95685,36170.30111,32338.3543,34844.83591,68402.64484,24623.9965,46863.51299,75142.79571,18976.64638,71825.55605,46406.36836,67784.34056,23219.37565,65644.00316,28339.88132,127088.0188,27951.15501,92298.5449,25449.25807,118296.5772,31976.35809,28814.90223,79221.67418,38938.69677,26804.55232,21290.23739,97773.65385,38185.65617,73188.22117,38024.60597,44063.25233,9766.580471,43105.15968,38807.9937
PWY-6629,552.7231475,0,0,0,11.99860953,0,0,0,5.999625177,8.999084127,0,0,47.97967513,0,239.4154962,0,332.6177376,29.99469959,0,0,11.99892322,0,143.1822433,0,0,0,0,0,0,95.89628147,0,0,59.96456291,95.68141904,23.99392619,0,0,0,0,0,0,0,0,0,38.99090465,0,172.0478384,0,0,0,0,0,0,44.37931443,0,0,0,11.99869499,1097.678711
PWY-6630,10469.13374,29657.38345,23402.95553,93780.18969,28163.11925,3305.208249,19922.31493,30516.31845,40728.69307,31121.58637,38864.16633,1249.164772,89162.23805,22488.83167,72744.5548,57422.25539,21036.24313,125922.3809,35383.29265,45423.88429,41045.81247,31316.32346,4017.619647,116001.3479,79349.0521,48918.33281,35938.7171,32075.15796,34460.59814,67206.99911,24536.32812,46576.51343,73829.51586,18360.00973,70473.04127,46112.79476,66535.14832,23106.06068,64154.07967,28229.6255,124461.4495,27815.55824,90341.84136,25313.74691,116052.4352,31649.73312,28311.21507,77622.33905,38708.12354,26721.1188,21206.44759,95785.38271,37921.37521,71576.1691,37679.86196,43832.95274,9445.115157,42816.91705,36728.51924
PWY-6641,928.8745756,11587.19901,8070.980138,2104.300495,7903.004628,87.62865133,7826.941497,12511.35519,12272.96763,8992.11731,3929.747495,165.8964847,3385.77188,12947.37632,1946.635684,6747.820754,602.4092438,3520.224253,16877.69873,16209.45368,15986.68253,15808.76404,133.5444411,5522.025976,3504.9771,13655.45979,18778.98432,14398.58865,12931.50776,2853.432428,13492.02446,17450.21552,2402.781114,393.500351,2816.14619,22718.57883,2543.285829,10349.7452,5668.48105,16316.26982,5102.625797,15448.06089,7788.104573,12811.46165,7767.718582,10055.86409,808.7599749,3047.298807,18175.67727,14598.22893,10024.5644,3838.140246,16720.47251,2051.553227,15997.00653,21659.28409,32.08187532,17572.08664,168.7912401
PWY-6690,134.9374304,18.78858407,20.72767051,227.1323954,61.80148618,0,10.57666907,5.248185866,27.65654116,13.60579661,14.85024112,4.950504851,49.11809643,6.919980679,40.93202468,34.7142766,69.88406196,145.83022,7.996403363,25.63229252,28.40137643,7.408131467,136.7611909,140.9486507,78.46112221,0,23.15290176,25.42886024,22.27478193,97.16407435,9.327971456,1.48574844,98.81508847,23.20984667,30.71964078,17.1273293,40.8866037,11.98654991,43.06349885,7.632928372,115.8146295,14.26218812,52.52251458,24.31457624,153.4356194,27.97710911,76.46860146,36.47520174,32.76084741,18.60029686,5.99639764,59.32328821,33.65733771,288.8675602,16.66108497,33.26129028,298.5315418,2.499716632,0
PWY-6700,10848.89397,55168.23573,38074.13469,93081.5219,73524.69648,3965.87512,36258.66572,58914.10459,59720.5274,64683.48617,37024.57436,1268.548403,86597.93206,80934.01931,73657.56796,59412.25065,27833.19423,127856.4478,102374.972,82856.62759,81352.97036,77075.51994,18586.74895,89854.97216,83261.56312,87620.72549,81682.83919,61258.29137,53811.14894,71750.3926,85021.62462,102614.8294,75532.91081,25771.41142,74234.41543,99705.85766,67582.57634,62717.96466,64211.77881,98702.07926,128049.7549,79051.64411,93667.27362,65840.82693,116546.767,46137.1098,30288.80649,73362.58647,92226.92586,103414.8473,70459.82468,94516.6974,73865.27011,70910.7422,64118.11798,105218.228,8673.865195,76619.97975,32310.61707
PWY-6703,11579.66899,52758.85993,34280.05954,82133.52577,66231.96089,2993.973489,34102.10092,56267.06556,53074.13475,63341.97469,29770.0296,1296.609027,75032.18352,78796.08588,60778.23783,47396.9899,23273.33879,112116.8388,101547.5985,80967.48233,77494.58971,75515.90246,19663.62431,82153.36431,65731.56871,87784.87495,77970.75398,57855.83236,44976.25836,56253.90674,82560.95741,100684.4169,59142.18676,17955.57551,58963.54881,98905.17896,55316.76378,62537.27534,53320.38452,97427.5325,106955.2116,76568.72443,76098.99781,63124.17314,92914.19212,42018.71245,24441.75785,62418.89505,88107.63768,101089.1776,69288.70876,76840.44814,70554.38864,59917.94891,58627.51989,103751.6987,5590.490245,75679.86666,31738.93531
PWY-6708,11599.76412,59026.11999,36911.59267,85896.87194,60736.69591,1851.04775,38562.8509,65079.82172,60849.29939,60994.92637,42305.17618,1341.412904,83734.81447,81655.50711,68405.01672,62789.84736,19024.24328,116788.3094,100985.8908,81045.83546,87957.29982,75674.85489,17907.76071,116545.2601,71809.87218,87068.02143,92732.01954,65729.22862,59668.77599,60406.87071,85526.90954,96977.04213,67692.8722,8175.139941,64071.07922,97769.49122,61441.27567,60199.46097,67049.66889,98852.99541,115867.3244,80777.15562,112456.6138,67862.8426,113931.5198,47325.57248,25405.30101,76517.08625,96089.75625,100829.6371,67962.99218,91618.67558,73923.9217,67356.05659,71658.98114,101088.003,8801.134275,71135.86944,35468.65714
PWY-6713,61.42138766,0,0,0,2.233201253,0,0,0,1.220854009,1.678836094,0,0,0,0,45.30889873,0,57.10628584,6.195868847,0,0,2.279734149,0,18.30971221,0,0,0,0,0,0,2.489440348,0,1.172915677,0,16.48288737,4.942526121,0,0,0,0,0,0,0,0,0,3.108881393,0,31.66184981,0,0,0,0,0,0,9.038123298,0,0,0,0,130.6907747
PWY-6728,77.91992163,3352.131478,1470.476785,393.2825734,5138.532292,54.98881223,1516.671212,7045.240341,3556.741774,16896.04926,134.1766568,180.5464785,153.1155865,20184.03677,289.7342305,160.6057032,165.6729326,771.4963836,27349.38602,20519.8298,14048.63168,15685.01218,220.2629368,936.7525653,1076.142448,23747.14154,9379.812145,5518.638703,960.0216728,171.7078708,19324.08807,27745.91428,138.1982505,2577.488823,293.8127838,25460.26233,374.1513261,17070.97791,18.74116809,23619.05512,250.1319179,14208.89581,227.7898189,12510.47026,231.6246499,1202.52539,104.2703535,37.45259269,9729.326978,23893.59489,17600.51666,194.1045671,9843.859831,501.5236922,2624.22998,24804.96631,0,28602.80681,643.4627289
PWY-6731,88.83479014,14.98987191,9.993177295,2.499899092,9.994048418,0,7.495984987,9.995646278,2.499736861,0,0,0,3.749729428,7.497300576,0,7.498186215,0,0,4.99919093,12.49480158,4.999157678,9.994884531,0,0,2.499868532,2.499786775,9.996649303,9.995241309,9.995365833,0,34.94116136,14.99440348,2.49985673,0,2.499856817,19.98438744,0,7.497058749,2.499833121,19.98519492,4.999685337,7.497539686,0,7.497100751,0,17.48397387,12.49146001,0,9.996589545,22.48100182,4.998823936,0,9.995603921,0,17.48762525,4.999185482,0,0,2.499875169
PWY-6737,5698.468378,18547.11175,13566.15834,37161.22573,27378.76477,3330.949564,11990.85148,18208.50492,19068.60197,20319.33205,11988.07075,1035.630004,31181.67986,18518.29592,26963.00054,18602.99493,9135.956131,49913.94628,19462.47268,22301.20106,23722.58529,25429.7029,7397.720109,40819.78461,28522.51608,17585.56471,26208.89886,19984.57498,16504.08438,25745.45004,20999.72221,28652.62312,26172.76477,18900.82109,26188.81058,30971.9046,24797.55885,13354.366,22469.80912,23084.11339,47667.0241,24359.35963,33205.02205,21203.69843,38898.24192,17231.61669,11066.65668,25994.10698,32465.9683,23760.62288,19245.35208,33452.10708,25320.35404,26779.67109,20240.76454,26031.26874,3904.087686,19189.97288,30227.0611
PWY-6749,213.6714017,6458.976283,3267.319062,859.1127703,4987.500808,28.85275136,4110.581157,7172.476364,5546.566116,12615.17271,410.1460329,57.06501461,673.2683357,9387.184362,375.0465826,557.7165405,215.4480349,1589.976346,14628.59729,9547.264545,10577.27266,9382.329303,282.6017078,1804.72046,844.9011832,12641.05598,11741.95902,8109.811032,3908.566125,606.6518632,8919.906891,11945.74544,717.0446991,894.5365054,545.3494555,11713.89942,623.5604371,9560.523969,519.175691,11196.49875,1144.290512,11643.69748,1130.814631,8647.899831,1491.819965,3730.298346,239.9984465,1109.509333,10576.80438,11596.81697,9182.223534,1318.815518,9063.446443,821.3318688,7498.548857,12106.77169,10.99397981,14426.22653,295.2069347
PWY-6876,815.1599188,511.575182,488.4107662,2965.437571,583.376516,215.4831372,360.8135081,493.9521947,679.4346826,263.4976962,1250.696195,69.92393979,1932.281141,198.3940792,1447.048608,2462.678031,1441.045802,3289.302632,179.8255755,360.0884317,331.3357755,367.7752322,750.8570213,2242.304673,2327.615659,264.8599984,278.2341807,356.9441588,573.7518105,2709.314361,223.6700338,272.9786876,2433.912571,221.0575813,2261.096829,227.7531713,1727.121936,125.8634701,2051.193977,237.0487155,3219.81055,311.4542057,1640.497529,270.1556668,4710.892401,635.0961887,1480.159121,1380.136005,747.4512771,274.9375703,126.5532859,2372.601779,361.2048139,1506.10622,412.5819629,274.2893236,610.2428018,165.8494175,408.6174273
PWY-6891,795.7857007,1729.284421,1046.538904,303.0316831,2465.008039,174.6365722,1094.00519,2128.035164,1623.355588,11294.85875,51.56410258,33.20460272,351.9839314,3386.711205,782.2726986,146.993633,179.2166745,463.4809362,7430.488976,6183.728889,3400.899064,4064.778068,652.2827604,1348.185299,602.9641427,6271.320273,2932.776368,2350.64012,1747.445178,397.5637754,3762.556785,15283.04599,665.6653754,7894.907893,972.312768,4905.237253,698.8466266,4707.269458,148.6134754,4973.869206,1217.981892,2666.883934,1109.707642,2295.141508,345.6225295,1385.103949,303.8287688,694.2850211,3347.319992,4302.040847,6042.862095,876.2478407,2656.791246,413.8967004,2144.390574,6605.672872,7.19709945,9105.143137,30187.20281
